target,message,message_len,message_clean,target_encoded
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,23,excel spent ltgt year air forc iraq afghanistan stabl honest like travel,0
ham,I wanna watch that movie,5,wanna watch movi,0
ham,Ok lor thanx... ÌÏ in school?,6,ok lor thanx ìï school,0
ham,I'm in class. Did you get my text.,8,class get text,0
ham,The bus leaves at  &lt;#&gt; ,7,bus leav ltgt,0
ham,God bless.get good sleep my dear...i will pray!,8,god blessget good sleep deari pray,0
spam,Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,27,today voda number end select receiv å£ match plea call quot claim code standard rate app,1
ham,Do have a nice day today. I love you so dearly.,11,nice day today love dear,0
ham,Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,24,aiyo bit pai seh ì noe scare dun rem die hee becom better lookin oredi leh,0
ham,"Aight, I'll ask a few of my roommates",8,aight ill ask roommat,0
ham,"Now, whats your house # again ? And do you have any beer there ?",15,hous beer,0
ham,Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?,19,ì wan meet n combin part da rest da project go,0
ham,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\""""",26,get ticket walsal tue th march mate get sat ill pay treat want go txt bak terri,0
ham,Yes we are chatting too.,5,yes chat,0
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,23,hi jess dont know work call home eve xxx,0
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?,12,sian aft meet supervisor got work liao work,0
ham,Are you going to write ccna exam this week??,9,go write ccna exam week,0
ham,Well i will watch shrek in 3D!!B),7,well watch shrek,0
ham,Am i that much dirty fellow?,6,much dirti fellow,0
ham,Dunno dat's wat he told me. Ok lor...,8,dunno dat wat told ok lor,0
ham,I'll probably be by tomorrow (or even later tonight if something's going on),13,ill probabl tomorrow even later tonight someth go,0
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,36,couldnt say die man feel sad go want know would probabl gone late night,0
ham,If you're thinking of lifting me one then no.,9,think lift one,0
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,18,dun wan dun like alreadi ah wat still eat,0
ham,Sent me ur email id soon,6,sent ur email id soon,0
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,26,wat make peopl dearer de happi dat feel meet de pain feel miss dem,0
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",65,dude teresa hope okay didnt hear peopl call receiv packag sinc dec ltgt thot yould like know fantast year best read plus realli realli bam first aid usml work done,0
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,15,hey gorgeous man work mobil number good one babe squishi mwah,0
ham,May i call You later Pls,6,may call later pls,0
spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",28,hottest pic straight phone see get wet want xx text pic txt cost textop xxx,1
ham,That's the way you should stay oh.,7,way stay oh,0
ham,Hello- thanx for taking that call. I got a job! Starts on monday!,13,hello thanx take call got job start monday,0
ham,What time is ur flight tmr?,6,time ur flight tmr,0
ham,When should I come over?,5,come,0
ham,I have a rather prominent bite mark on my right cheek,11,rather promin bite mark right cheek,0
ham,* Will be september by then!,6,septemb,0
ham,Are you wet right now?,5,wet right,0
ham,And how's your husband.,4,husband,0
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",30,hack chat get backdoor entri chat room fraction cost repli call subscrib pm dps bcm box ldn,1
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,41,norm tomorrow finish cos st test need sort librari stuff point tomo got letter today access til end march better get move,0
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,16,yeah got list joanna feel realli anti social,0
ham,I am in your office na.,6,offic na,0
ham,"\Are you comingdown later?\""""",4,comingdown later,0
ham,Super da:)good replacement for murali,5,super dagood replac murali,0
ham,Da is good good player.why he is unsold.,8,da good good playerwhi unsold,0
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,22,hi want join sts later meet five call class,0
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,22,engalnd telli decid wont let watch mia elliot kiss damn,0
spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",22,free nokia motorola upto liner free xnet free btooth call call,1
ham,I dont want to hear philosophy. Just say what happen,10,dont want hear philosophi say happen,0
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.,16,got job wiproyou get everi thing life year,0
ham,Then cant get da laptop? My matric card wif Ì_ lei... ,12,cant get da laptop matric card wif ì lei,0
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.,12,dunno da next show aft toa payoh got,0
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",31,time tri contact pound prize claim easi call per min btnationalr,1
ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,20,made payment dont much sorri would want fedex way,0
ham,They did't play one day last year know even though they have very good team.. Like india.,17,didt play one day last year know even though good team like india,0
ham,K.:)you are the only girl waiting in reception ah?,9,kyou girl wait recept ah,0
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",29,say slowli godi love amp need youclean heart bloodsend ten special peopl amp miracl tomorrow itplspl,0
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,27,hate turn fun shop trip annoy day everyth would look hous,0
ham,"Sir, i am waiting for your call.",7,sir wait call,0
ham,What's up. Do you want me to come online?,9,want come onlin,0
ham,"It could work, we'll reach a consensus at the next meeting",11,could work well reach consensus next meet,0
ham,Aiyah then i wait lor. Then u entertain me. Hee...,10,aiyah wait lor entertain hee,0
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",162,last thing ever want hurt didnt think would youd laugh embarass delet tag keep go far knew wasnt even fact even felt like would hurt show realli dont know messi wednesday wasnt bad problem time clean choo skype take pictur sleep want go dont mind thing dont make bed throw laundri top cant friend hous embarass underwear bras strewn bed pillow floor someth el use good least make bed,0
ham,I'll let you know when it kicks in,8,ill let know kick,0
ham,You call him now ok i said call him,9,call ok said call,0
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,18,call number avail appoint ask connect call wahe fathima,0
ham,Or Ì_ go buy wif him then i meet Ì_ later can?,12,ì go buy wif meet ì later,0
ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,36,mmmm fuck fair know weak grin push knee expo belli pull head dont forget know wick smile,0
ham,Today my system sh get ready.all is well and i am also in the deep well,16,today system sh get readyal well also deep well,0
ham,Mom wants to know where you at,7,mom want know,0
ham,"Aight, I'll text you when I'm back",7,aight ill text back,0
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,16,dont know support ass srt thnk think play usb,0
ham,Oh ok i didnt know what you meant. Yep i am baby jontin,13,oh ok didnt know meant yep babi jontin,0
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on,20,guarant å£ cash å£ prizeto claim yr prize call custom servic repr,1
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,19,would like see xxx pic hot near ban uk,1
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,25,hmv bonus special pound genuin hmv voucher answer easi question play send hmv info,1
ham,Watching tv now. I got new job :),8,watch tv got new job,0
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,22,pen thing beyond joke wont biro dont master cant ever,0
ham,I AM AT A PARTY WITH ALEX NICHOLS,8,parti alex nichol,0
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,24,secret admir look make contact ufind rreveal think ur specialc,1
ham,Just seeing your missed call my dear brother. Do have a gr8 day.,13,see miss call dear brother day,0
ham,Ok.. ÌÏ finishing soon?,4,ok ìï finish soon,0
ham,"Sorry, I can't help you on this.",7,sorri cant help,0
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",24,come slave go shell unconsci avoid make unhappi,0
ham,I love your ass! Do you enjoy doggy style? :),10,love ass enjoy doggi style,0
ham,I think asking for a gym is the excuse for lazy people. I jog.,14,think ask gym excus lazi peopl jog,0
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,23,dear uve invit xchat final attempt contact txt chat ldn,1
spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or å£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,23,urgent plea call landlin abta complimentari tenerif holiday å£ cash await collect sae tcs box,1
ham,No. On the way home. So if not for the long dry spell the season would have been over,19,way home long dri spell season would,0
ham,I gotta collect da car at 6 lei.,8,gotta collect da car lei,0
ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,18,ok knacker came home went sleep good full time work lark,0
ham,Probably earlier than that if the station's where I think it is,12,probabl earlier station think,0
spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,28,call listen extrem dirti live chat go offic right total privaci one know listen min,1
